nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT00750906,"ECT/Succinylcholine: Biochemical, Serum and Cardiovascular Changes","The Muscle Biochemical, Serum Potassium and Cardiovascular Changes After Succinylcholine in Patients Undergoing Electroconvulsive Therapy.",TERMINATED,Study on hold since 2009. Awaiting FDA approval of Sugammdex to complete second arm of study.,,OBSERVATIONAL,13,Depression,,,,2008-10,2015-04-30,"University of California, San Francisco",OTHER
NCT00347906,Photodynamic Therapy (PDT) Versus Transpupillary Thermotherapy (TTT) in Occult Choroidal Neovascularization (CNV) in Age-related Macular Degeneration (AMD),Photodynamic Therapy Versus Transpupillary Thermotherapy in Occult CNV in Age-related Macular Degeneration,TERMINATED,Difficulties in recruiting patients,NA,INTERVENTIONAL,,Age-Related Macular Degeneration,,PROCEDURE,,2003-11,2005-09,"University Hospital, Linkoeping",OTHER
NCT00793104,Evaluation of the CR Plug (Allograft) for the Treatment of a Cartilage Injury in the Knee.,Evaluation of the Composite of Cancellous and Demineralized Bone Plug (CR-Plug) for Repair of Focal Cartilage Lesions in the Femoral Condyle,TERMINATED,Slow enrolment \& potential regulatory changes for allograft in cartilage repair,PHASE3,INTERVENTIONAL,10,Knee Injury,,PROCEDURE,The Knee Injury and Osteoarthritis Outcome Score (KOOS) at 24 Months,2008-11,2012-03,RTI Surgical,INDUSTRY
NCT06646133,Machine Learning and 3D Image-Based Modeling for Real-Time Body Weight and Body Composition Estimation During Emergency Medical Care: Study 2,Machine Learning and 3D Image-Based Modeling for Real-Time Body Weight and Body Composition Estimation During Emergency Medical Care: Study 2 - Measure the Accuracy and Speed of Weight Estimations Using a 3D Camera System During Simulated Medical Emergencies,WITHDRAWN,No funding received.,,OBSERVATIONAL,0,"Body Weights and Measures, Body Weight in the Overweight and Obese Class - I Population, Weight Estimation, Emergency Drug Dosing",,"DIAGNOSTIC_TEST, DIAGNOSTIC_TEST","Weight estimation accuracy, Weight estimation time, Drug dose accuracy",2027-07-01,2028-02-28,Florida Atlantic University,OTHER
NCT04428333,Study of GSK3359609 With Pembrolizumab and 5-fluorouracil (5-FU)-Platinum Chemotherapy in Participants With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,"A Randomized, Double-Blind, Adaptive, Phase II/III Study of GSK3359609 in Combination With Pembrolizumab and 5FU-Platinum Chemotherapy Versus Placebo in Combination With Pembrolizumab Plus 5FU-Platinum Chemotherapy for First-Line Treatment of Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma",TERMINATED,The trial was stopped by the sponsor based on assessment of the clinical data,PHASE3,INTERVENTIONAL,117,"Neoplasms, Head and Neck","Feladilimab, Pembrolizumab, Placebo, Platinum based chemotherapy, Fluorouracil (5FU)","DRUG, DRUG, DRUG, DRUG, DRUG","Overall Survival (OS) in mITT Population, OS in Programmed Death Receptor-ligand 1 (PD-L1) Combined Positive Score (CPS) ≥1 Population, Progression-free Survival (PFS) Per Response Evaluation Criteria in Solid Tumors (RECIST) Version (v)1.1 in mITT Population",2020-08-12,2023-09-19,GlaxoSmithKline,INDUSTRY
NCT00042952,"Imatinib Mesylate in Treating Patients With Progressive, Refractory, or Recurrent Stage II or Stage III Testicular or Ovarian Cancer","A Phase II Study Of Imatinib Mesylate (Gleevec, Formerly Known As STI571; IND 61,135, NSC #716051) In Patients With Refractory Seminoma",TERMINATED,Administratively complete.,PHASE2,INTERVENTIONAL,32,"Ovarian Dysgerminoma, Recurrent Malignant Testicular Germ Cell Tumor, Recurrent Ovarian Germ Cell Tumor, Stage II Malignant Testicular Germ Cell Tumor, Stage II Ovarian Germ Cell Tumor, Stage III Malignant Testicular Germ Cell Tumor, Stage III Ovarian Germ Cell Tumor, Testicular Seminoma",imatinib mesylate,"DRUG, PROCEDURE, OTHER",Response rate defined as either a complete or partial response using RECIST criteria,2002-06,,National Cancer Institute (NCI),NIH
NCT00122980,Stroke With Transfusions Changing to Hydroxyurea,Stroke With Transfusions Changing to Hydroxyurea,TERMINATED,The study has been stopped due to safety and futility concerns.,PHASE3,INTERVENTIONAL,134,"Hemochromatosis, Cerebrovascular Accident, Anemia, Sickle Cell, Hematologic Diseases",Hydroxyurea,"PROCEDURE, PROCEDURE, DRUG, PROCEDURE","Occurrence of an Adjudicated Secondary Stroke During the 30-month Treatment Period, Liver Iron Content (LIC) Change-from-baseline",2006-10,2010-12,St. Jude Children's Research Hospital,OTHER
NCT00280579,Cyanide Poisoning in Fire Victims,,WITHDRAWN,Not sufficient time to conduct the study,,OBSERVATIONAL,0,Carbon Monoxide Poisoning,,,Cyanide concentration,2006-01,2007-01,"Rigshospitalet, Denmark",OTHER
NCT03334162,Playful Sensorimotor Training in Pediatric Brain Tumor Patients,Playful Sensorimotor Training to Reduce the Symptoms of Chemotherapy-induced Peripheral Neuropathy in Pediatric Brain Tumor Patients- a Randomized Controlled Trial,SUSPENDED,study temporarily paused due to an Amendment request,NA,INTERVENTIONAL,20,"Pediatric Cancer, Pediatric Brain Tumor, Chemotherapy-induced Peripheral Neuropathy, Sensorimotor Polyneuropathy",,BEHAVIORAL,Ped-mTNS score (assesses the change in the severity of CIPN symptoms),2019-05,2020-11,University of Basel,OTHER
NCT02606786,Effectiveness of Lumbopelvic Stabilization Exercises for Pregnancy-related Low Back Pain,Effectiveness of Lumbopelvic Stabilization Exercises for Pregnancy-related Low Back Pain,WITHDRAWN,Difficulty with participant recruitment and retainment,NA,INTERVENTIONAL,0,Pregnancy-related Low Back Pain,,OTHER,Change in Modified Oswestry Low Back Pain Questionnaire,2015-03,2016-12,Texas Woman's University,OTHER
NCT00073970,Celecoxib in Treating Patients With Relapsed Prostate Cancer Following Radiation Therapy or Radical Prostatectomy,A Trial Of COX-2 Inhibitors In PSA Recurrence After Definitive Radiation Or Radical Prostatectomy For Prostate Cancer,TERMINATED,Study stopped due to increased cardiovascular risks associated with Celebrex,PHASE2,INTERVENTIONAL,37,Prostate Cancer,celecoxib,DRUG,Effect of COX-2 inhibitors on PSA level,2003-04,2006-01,UNC Lineberger Comprehensive Cancer Center,OTHER
NCT01369641,The Effect of Sodium Thiosulfate Eardrops on Hearing Loss in Patients Who Receive Cisplatin Therapy,"A Pilot, Randomized, Self-controlled Study of the Effects of Intratympanic Sodium Thiosulfate on the Degree of Hearing Loss in Patients Receiving Cisplatin Therapy",TERMINATED,Poor accrual,NA,INTERVENTIONAL,1,Cancer,"Sodium Thiosulfate (STS), Cisplatin","PROCEDURE, DRUG, OTHER, DRUG",Efficacy of Intratympanic Sodium Thiosulfate (STS),2011-08-24,2013-05-02,Sidney Kimmel Cancer Center at Thomas Jefferson University,OTHER
NCT00930241,Twice Daily Versus Once Daily Administration of the Tacrolimus in Lung Transplantation,Prospective Randomized Trial to Compare a Twice Daily to a Once Daily Administration of the Tacrolimus in Lung Transplanted Patients,TERMINATED,"logistic reasons (insufficient funding, technical problems with MEMS)",PHASE3,INTERVENTIONAL,25,Lung Transplantation,"Advagraf®, Prograf®","DRUG, DRUG",Improvement of adherence as measured by Tacrolimus trough level below the target level and dispensing of less than 50% of the prescribed doses in the last three days measured electronically before this subtherapeutic drug monitoring,2009-07,2012-07,Hannover Medical School,OTHER
NCT02876094,Effect of Low-Dose Celecoxib on SMN2 in Patients With Spinal Muscular Atrophy,"A Pilot, Open-Label, Dose Response Study Investigating the Effect of Low-Dose Celecoxib on SMN2 in Patients With Spinal Muscular Atrophy (SMA)",TERMINATED,Terminated: Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention,PHASE2,INTERVENTIONAL,1,Spinal Muscular Atrophy (SMA),celecoxib,DRUG,low-dose oral celecoxib administered to patients with SMA type II and III is associated with an increase in the levels of peripheral leukocyte SMN protein compared to baseline,2019-01-29,2020-08-06,Hugh McMillan,OTHER
NCT04007822,Pain Navigator Tool for Self-management in Back Pain: PATiENCe Trial,Evaluation of the 'Pain Navigator Tool' During Physiotherapy Consultations in Patients With Chronic Low-back Pain: a Service Evaluation Trial.,WITHDRAWN,Unable to collect data due to COVID19,,OBSERVATIONAL,0,"Chronic Low-back Pain, Self Efficacy, Therapeutic Alliance, Communication",,BEHAVIORAL,"Semi-Structured Interview, Change in the Health Care Providers Pain and Impairment Relationship Scale, The Pain Self-Efficacy Questionnaire",2019-07-01,2020-03-01,Glasgow Caledonian University,OTHER
NCT03421756,Stem Cell Transplant in Patients With Severe Sickle Cell Disease,A Pilot Study Evaluating the Efficacy of Non-Myeloablative Matched Related Donor Peripheral Blood Stem Cell Transplant in Patients With Severe Sickle Cell Disease,TERMINATED,Trial terminated due to low rate of enrollment,EARLY_PHASE1,INTERVENTIONAL,1,Sickle Cell Disease,"Alemtuzumab, Sirolimus","DRUG, RADIATION, DRUG",Treatment Success,2018-03-29,2022-05-15,Kathleen Dorritie,OTHER
NCT01986751,Effectiveness of Perineural Clonidine as an Adjuvant With Ropivacaine for Popliteal Nerve Block in Patients Undergoing Foot and Ankle Surgery,Effectiveness of Perineural Clonidine as an Adjuvant With Ropivacaine for Popliteal Nerve Block in Patients Undergoing Foot and Ankle Surgery,TERMINATED,failure to enroll,"PHASE1, PHASE2",INTERVENTIONAL,14,Pain,"Clonidine, ropivacaine","DRUG, DRUG","Mean Time to Onset of Sensory and Motor Block Between the Study Group and the Control Group, Compare the Mean Duration of Sensory and/or Motor Block Between the Study Group and the Control Group",2014-01,2015-12,University of Alabama at Birmingham,OTHER
NCT05827302,Integrating ePReBMs From Phoenix in Respiratory Diseases,Integrating Electronic Patient Reported Biometric Measures (ePReBMs) From the Health Gauge Phoenix Smart Watch in Respiratory Diseases,TERMINATED,Resource Issues,NA,INTERVENTIONAL,7,"Pulmonary Hypertension, COPD, Interstitial Lung Disease, Healthy Volunteers",,DEVICE,Length of time wearing device,2023-10-11,2024-05-06,University of Alberta,OTHER
NCT01125072,Use of Echocardiography in the Evaluation of Chest Pain in the Emergency Department,Use of Echocardiography in the Evaluation of Chest Pain in the Emergency Department,WITHDRAWN,PI no longer with institution,,OBSERVATIONAL,0,Chest Pain,,OTHER,,2005-06,2017-11,NYU Langone Health,OTHER
NCT04619095,Reducing Pain and Anxiety Through Dietary Fiber Supplementation in Children With Abdominal Pain,"Randomised, Blinded, Parallel, Placebo-controlled Study to Evaluate Whether Supplementation of the Dietary Fiber Psyllium Can Reduce Abdominal Pain and Improve Quality of Life and Anxiety in Children With Abdominal Pain.",WITHDRAWN,We were unable to recruit any participants,NA,INTERVENTIONAL,0,Functional Abdominal Pain Syndrome,,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Change in abdominal pain scores as measured by an abdominal pain diary,2022-06-01,2023-11-01,University of Calgary,OTHER
NCT06375772,A Controlled Human Rhinovirus Infection Study of 2-Deoxy-D-Glucose in Healthy Adults,"A Randomized, Double-blind, Placebo-controlled Phase 2 Study Using the Rhinovirus Challenge Model to Investigate the Efficacy and Safety of 2-Deoxy-D-Glucose as Pre-exposure Prophylaxis",TERMINATED,Re-calculated sample size,PHASE2,INTERVENTIONAL,64,Acute Nasopharyngitis,2-Deoxy-D-glucose,"DRUG, OTHER",The difference in the rate of rhinovirus-associated illness between 2-DG and placebo,2024-04-02,2024-08-13,G.ST Antivirals GmbH,INDUSTRY
NCT03758495,Rescuing the Ruminating Brain: Identifying Biomarkers of Rumination and Mindfulness Through Concurrent EEG and Functional Magnetic Resonance Imaging (fMRI) Studies of Schizophrenia and Depression,Rescuing the Ruminating Brain: Identifying Biomarkers of Rumination and Mindfulness Through Concurrent EEG and fMRI Studies of Schizophrenia and Depression,WITHDRAWN,This study was not intended to be published as a trial.,,OBSERVATIONAL,0,"Schizophrenia, Depressive Disorder, Major",,OTHER,"Electroencephalography (EEG), Magnetic Resonance Imaging (MRI), Memory and Attention task",2018-11-01,2018-11-02,VA Office of Research and Development,FED
NCT03575195,Microbiota Intervention to Change the Response of Parkinson's Disease,Microbiota Intervention to Change the Response of Parkinson's Disease,SUSPENDED,Conducting an interim analysis,"PHASE1, PHASE2",INTERVENTIONAL,86,Parkinson Disease,Rifaximin,"DRUG, OTHER","MDS-UPDRS Part III, Percent of OFF time according to home motor diaries",2019-07-15,2026-08,"University of California, San Francisco",OTHER
NCT01040039,Pilot Study to Assess Gut Mucosal B Cells in Individuals With HCV and HIV,Pilot Study to Assess Gut Mucosal B Cells in Individuals Co-Infected With HCV and HIV,TERMINATED,Investigator left Rockefeller University,,OBSERVATIONAL,20,"HIV Infections, Hepatitis C Virus",,,"Numbers of HCV-specific gut mucosal B cells in HCV+HIV+, compared to HCV+HIV- subjects",2009-11,2011-09,Rockefeller University,OTHER
NCT01798277,Trial Comparing Ablation With Medical Therapy in Patients With Ventricular Tachycardia,Ablation Versus Medical Therapy in Patients With Coronary Artery Disease and Sustained Ventricular Tachycardia Randomized Trial (VeTAMed),WITHDRAWN,Low Enrolment,PHASE3,INTERVENTIONAL,0,"Ventricular Tachycardia, Coronary Artery Disease",Medical therapy (sotalol or amiodarone),"PROCEDURE, DRUG",Recurrence of Ventricular Tachycardia,2013-04,2015-12,Newmarket Electrophysiology Research Group Inc,OTHER
NCT02042677,Assessment of a Skin Barrier,User Assessment of a One-Piece Skin Barrier,TERMINATED,Slow recruitment of participants,,OBSERVATIONAL,18,Ileostomy,,,"barrier adhesion, barrier tack, comfort, leakage, ease of barrier removal",2014-01,2014-09,Hollister Incorporated,INDUSTRY
NCT01615536,The Role of Canine Fossa Trephination in the Severely Diseased Maxillary Sinus,The Role of Canine Fossa Trephination in the Severely Diseased Maxillary Sinus,WITHDRAWN,Inability to recruit subjects,NA,INTERVENTIONAL,0,"Disorder of Maxillary Sinus, Aspirin-sensitive Asthma With Nasal Polyps, Rhinosinusitis",,"PROCEDURE, PROCEDURE",Standard validated symptom scores,2010-12,2014-01,IWitterick,OTHER
NCT02053311,Orteronel Maintenance Therapy in Patients With mCRPC Previously Treated With Novel Hormonal Agents,Orteronel Maintenance Therapy in Patients With Metastatic Castration Resistant Prostate Cancer (mCRPC) Previously Treated With Novel Hormonal Agents and Non-progressive Disease After Treatment With a Taxane: A Multicentre Randomized Double-blind Placebo-controlled Phase III Trial,WITHDRAWN,"Due to former trials, drug has not demonstrated a clinical profile sufficient to move forward in mCRPC",PHASE3,INTERVENTIONAL,0,Prostate Cancer,"Orteronel, Placebo","DRUG, DRUG",Event-free survival,2014-08-19,2034-08-19,Swiss Cancer Institute,OTHER
NCT04805671,Evaluation of ADG20 for the Treatment of Mild or Moderate COVID-19,"A Phase 2/3 Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Efficacy and Safety of ADG20 in the Treatment of Ambulatory Participants With Mild or Moderate COVID-19 (STAMP)",TERMINATED,"All primary efficacy data has been collected and analyzed. Based on the safety data gathered to date, it has been determined that continued participation by study subjects would not yield any additional beneficial safety information.","PHASE2, PHASE3",INTERVENTIONAL,399,COVID-19,"ADG20, Normal saline","DRUG, DRUG","Incidence of COVID-19 Related Hospitalizations or All-cause Death, Incidence of Treatment-emergent Adverse Events, Incidence of Solicited Injection Site Reactions, Changes From Baseline in Clinical Laboratory Tests (ie, CBC With Differential, Serum Chemistry, Coagulation), Changes From Baseline in Vital Signs (Body Temperature, Heart Rate, Respiration Rate, and Systolic and Diastolic Blood Pressure)",2021-07-26,2022-11-03,"Invivyd, Inc.",INDUSTRY
NCT03937271,Objective Measurement Methods for Autoimmune Disease and Dry Eye Syndrome,"Using the Objective Measurement Methods and TCM Questionnaire to Explore the Association Among TCM Pattern, TCM Tongue Diagnosis and TCM Pulse Diagnosis for Autoimmune Disease and Dry Eye Syndrome",WITHDRAWN,Leak of research funding,,OBSERVATIONAL,0,"Sjögren's Syndrome, Systemic Lupus Erythematosus, Rheumatoid Arthritis, Systemic Sclerosis, Ankylosing Spondylitis, Dry Eye Syndrome",,"DIAGNOSTIC_TEST, DIAGNOSTIC_TEST, DIAGNOSTIC_TEST, DIAGNOSTIC_TEST, DIAGNOSTIC_TEST","TCM pattern, TCM tongue diagnosis, TCM pulse diagnosis, Heart rate variability (HRV)",2019-04-01,2020-12-31,"Taipei Veterans General Hospital, Taiwan",OTHER_GOV
NCT04265534,"KEAPSAKE: A Study of Telaglenastat (CB-839) With Standard-of-Care Chemoimmunotherapy in 1L KEAP1/NRF2-Mutated, Nonsquamous NSCLC","A Phase 2 Randomized, Multicenter, Double-Blind Study of the Glutaminase Inhibitor Telaglenastat With Pembrolizumab and Chemotherapy Versus Placebo With Pembrolizumab and Chemotherapy in First-Line, Metastatic KEAP1/NRF2-Mutated, Nonsquamous, Non-Small Cell Lung Cancer (NSCLC)",TERMINATED,Lack of Clinical Benefit,PHASE2,INTERVENTIONAL,40,"Non-Small Cell Lung Cancer, Non-squamous Non-small-cell Lung Cancer, Non-Squamous Non-Small Cell Neoplasm of Lung, KEAP1 Gene Mutation, NRF2 Gene Mutation, NFE2L2 Gene Mutation","Telaglenastat, Carboplatin Chemotherapy, Pemetrexed Chemotherapy, Pembrolizumab Immunotherapy, Placebo, Dexamethasone 4 mg","DRUG, DRUG, DRUG, BIOLOGICAL, DRUG, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DRUG","Progression-Free Survival (PFS), Assessed by Investigator per Response Evaluation Criteria in Solid Tumors (RECIST) v1.1, Safety and Tolerability of Telaglenastat Plus Standard-of-Care Pembrolizumab and Chemotherapy Assessed by Type, Incidence, Severity, Seriousness, and Study Drug Relatedness of Adverse Events per CTCAE v5.0, Recommended Phase 2 Dose of Telaglenastat in Combination with Standard-of-Care Pembrolizumab and Chemotherapy Assessed by Incidence and Nature of Protocol Defined Dose-Limiting Toxicities (DLTs) During the Safety Run-in Period",2020-07-24,2022-02-09,"Calithera Biosciences, Inc",INDUSTRY
NCT00686699,Study of Preladenant for the Treatment of Antipsychotic Induced Movement Disorders in Participants With Schizophrenia (Study P04628),"A Phase 2a, Multiple Dose, Placebo Controlled, Randomized, Two Way Crossover Study to Assess the Efficacy of SCH 420814 in Reducing Anti Psychotic-Induced Extra Pyramidal Symptoms Among Subjects With Schizophrenia and Schizoaffective Disorders",TERMINATED,The study was terminated after 9 participants completed due to lack of enrollment for 6 months.,PHASE2,INTERVENTIONAL,11,"Akathisia, Drug-Induced, Dyskinesia, Drug-Induced, Parkinsonian Disorders","Preladenant, Placebo","DRUG, DRUG",Lowest Extrapyramidal Symptom Rating Score (ESRS) Total Score Within the 6-hour Evaluation on Day 14 of Each Treatment Period,2006-07-10,2008-03-06,Merck Sharp & Dohme LLC,INDUSTRY
NCT01747499,Azacitidine in Patients Undergoing Matched Unrelated Stem Cell Transplantation,Phase I/II Trial of Intravenous Azacitidine in Patients Undergoing Matched Unrelated Stem Cell Transplantation,TERMINATED,Enrolling 8 more patients would be statistically unlikely that the primary endpoint would be reached (reduce day 180 grade II-IV GVHD rates to 20% or less),"PHASE1, PHASE2",INTERVENTIONAL,54,"Leukemia, Myeloid, Acute, Myelodysplastic Syndromes, Precursor Cell Lymphoblastic Leukemia-Lymphoma",Azacitidine,DRUG,"Phase I: to Determine the Maximum Tolerated Dose (MTD) of Azacitidine in Patients Undergoing Matched (8 Out of 8) Unrelated Donor Transplant for Any Hematological Malignancy in Remission or With Stable Disease., Phase II: Number of Participants With Grades II-IV Acute GvHD",2013-04-15,2018-12-24,Washington University School of Medicine,OTHER
NCT02556463,A Study of MEDI9197 in Subjects With Solid Tumors or CTCL and in Combination With Durvalumab and/or Palliative Radiation in Subjects With Solid Tumors,"A Phase I, First-Time-in-Human Study of MEDI9197, a TLR 7/8 Agonist, Administered Intratumorally as a Single Agent in Subjects With Solid Tumors or CTCL and in Combination With Durvalumab and/or Palliative Radiation in Subjects With Solid Tumors",TERMINATED,Company strategy,PHASE1,INTERVENTIONAL,53,"Solid Tumors, CTCL, Cancer","MEDI9197, durvalumab","DRUG, BIOLOGICAL","Safety and tolerability as determined by assessment of dose limiting toxicities and the maximum tolerated dose or maximal assessed dose per protocol of MEDI9197 when administered by intratumoral injection to subjects with solid tumor cancers, Safety and tolerability as determined by assessment of dose limiting toxicities and the maximum tolerated dose or maximal assessed dose per protocol of MEDI9197 when administered by intratumoral injection to subjects with CTCL, Safety & tolerability as determined by dose limiting toxicities and maximum tolerated or assessed dose of MEDI9197 administered by IT injection in combo with durvalumab and durvalumab plus palliative radiation to subjects with solid tumor cancers.",2015-11-04,2018-10-26,MedImmune LLC,INDUSTRY
NCT00386321,"Yt90 Zevalin and Combination Chemotherapy (Z-CHOP)in Treating Patients With Stage II, Stage III, or Stage IV Diffuse Large B-cell Lymphoma","Yt90Zevalin Plus CHOP, Z-CHOP",TERMINATED,Participants are no longer being examined or treated.,PHASE2,INTERVENTIONAL,10,Diffuse Large B-cell Lymphoma,Yttrium 90 -labeled ibritumomab tiuxetan (Zevalin),DRUG,2-year progression-free survival and overall survival of patients,2006-04,2010-01,Chulalongkorn University,OTHER
NCT01555021,Pharmacogenomics for Antidepressant Guidance and Education,Pharmacogenomics for Antidepressant Guidance and Education,TERMINATED,"The study was an inpatient, but PI left inpatient at MGH on July 1, 2012",,OBSERVATIONAL,4,Treatment Resistant Depression,,GENETIC,Change in Quick Inventory of Depressive Symptoms-Self Rating (SR) 16 Item,2011-12,2012-07,Massachusetts General Hospital,OTHER
NCT03698916,Delivra-Celecoxib 8% Cream and Osteoarthritis,A Multicenter Observational Study on the Use of Delivra-Celecoxib 8% Cream on Pain Experienced by Patients With Osteoarthritis of the Knees.,TERMINATED,Unable to recruit,,OBSERVATIONAL,6,"Osteoarthritis, Knee",Celecoxib cream 8%,DRUG,"Can study personnel enrol at least 70% of all eligible patients., Can study personnel collect 100% of the data scheduled to be collected from at least 70% of the enrolled subjects., Calculate the Sample standard deviation of Western Ontario and McMaster University (WOMAC) Osteoarthritis index scores from this population., Calculate Sample standard deviations of Patient Global Assessment (PGA) scores from this population., Calculate Sample standard deviations of Numeric Rating Score (NRS) Pain Index from this population.",2018-07-23,2019-05-02,Credit Valley Rheumatology,OTHER
NCT02204904,Observational Study to Evaluate Allogeneic HSCT Outcomes for Cerebral Adrenoleukodystrophy (CALD),A Prospective and Retrospective Data Collection Study to Evaluate Outcomes in Males ≤17 Years of Age Undergoing Allogeneic Hematopoietic Stem Cell Transplantation for the Treatment of Cerebral Adrenoleukodystrophy,TERMINATED,Sufficient enrollment for Month 24 safety and efficacy endpoints,,OBSERVATIONAL,59,"X-Linked Adrenoleukodystrophy (X-ALD), Cerebral Adrenoleukodystrophy (CALD), Adrenoleukodystrophy (ALD)",,GENETIC,"Incidence of transplant-related mortality (TRM)., Incidence and timing of neutrophil engraftment., Incidence and timing of platelet engraftment, Incidence of engraftment failure or allograft rejection., Incidence of primary donor-derived chimerism of ≥50%., Frequency and severity of Criteria for Adverse Events (CTCAE) ≥Grade 3 AEs, CTCAE ≥Grade 3 infections, and all SAEs., Proportion of subjects who experience either ≥Grade II acute (Graft versus Host Disease) GVHD or chronic GVHD., Incidence of ≥Grade II acute GVHD., Incidence of chronic GVHD., Number of emergency room visits., Number and duration of intensive care unit stay., Number and duration of in-patient hospitalization.",2015-04,2019-12-06,Genetix Biotherapeutics Inc.,INDUSTRY
NCT03026647,Suture Material for Closure of Hysterotomy,Evaluation of Suture Material for Closure of Hysterotomy,WITHDRAWN,Not moving forward staff shortage,,OBSERVATIONAL,0,"Cesarean Section; Complications, Wound, Hematoma",,PROCEDURE,Preferred suture,2017-01-31,2018-05,St. Louis University,OTHER
NCT01040338,Effects of Nicotine on Brain Opioid Receptors,Functional Characterization of OPRM1 A118G in Nicotine Dependence: IV Nicotine Study,TERMINATED,Issues \& unreliability with \[11C\]Carfentanil production,,OBSERVATIONAL,15,Nicotine Dependence,Nicotine,DRUG,MOR binding potential,2010-02,2011-03,University of Pennsylvania,OTHER
NCT02179138,Paper Applicator Acceptability Study,"EVALUATION OF A USER-FILLED, PAPER APPLICATOR FOR DELIVERY OF TENOFOVIR 1% GEL AMONG WOMEN IN RURAL KWAZULU-NATAL, SOUTH AFRICA",WITHDRAWN,Study no longer relevant based on change in regulatory pathway for TFV 1% gel,"PHASE1, PHASE2",INTERVENTIONAL,0,HIV Prevention,TFV 1% gel,DRUG,"Overall acceptability, context of use, challenges encountered, Applicator Preference",,,CONRAD,OTHER
NCT00035958,Understanding the Pathogenesis and Treatment of Childhood Onset Dermatomyositis,Toward Improved Understanding of Pathogenesis and Treatment of Childhood Onset Dermatomyositis,TERMINATED,Incorporating the recommendations of the NIH-formed DSMB in the study procedures would make the project budget over the limit for this funding mechanism.,"PHASE2, PHASE3",INTERVENTIONAL,75,Dermatomyositis,"Prednisone, Methotrexate, Etanercept","DRUG, DRUG, DRUG",,2002-08,2002-08,"Children's Hospital Medical Center, Cincinnati",OTHER
NCT00489658,"Eflornithine + Nifurtimox Late-Stage Human African Trypanosomiasis (HAT)in West Nile, Uganda","Efficacy and Safety of an Eflornithine + Nifurtimox Combination for Treatment of Late-Stage Human African Trypanosomiasis (HAT) in West Nile, Uganda",TERMINATED,"Because of unexpectedly reduced disease prevalence in the study area, a pragmatic decision was taken to terminate recruitment in March 2003.","PHASE2, PHASE3",INTERVENTIONAL,31,"Trypanosomiasis, African",Eflornithine plus Nifurtimox combination therapy,DRUG,"Treatment failure (death within 30 days of inclusion, or later if judged as related to Human African trypanosomiasis; termination of treatment due to adverse events; evidence of infection relapse at or after discharge, up to 24 months post discharge)",2002-10,,Epicentre,OTHER
NCT00886548,Echocardiographic Examination Performed by Nurses in Cardiac Intensive Care Unit,Echocardiographic Examination Performed by Nurses in Cardiac Intensive Care Unit. Is it Clinical Useful?,WITHDRAWN,Delayed inclusion,,OBSERVATIONAL,0,"Heart Failure, Myocardial Infarction, Pleural Effusion",,PROCEDURE,Change of diagnosis,2009-04,2010-05,Helse Nord-Trøndelag HF,OTHER
NCT05729048,Starling/CRRT Observational Study,Starling Continuous Renal Replacement Therapy (CRRT) Observational Study,WITHDRAWN,Study Sponsor decided not to move forward with this project.,,OBSERVATIONAL,0,Hemodynamic Monitoring,,DEVICE,"Change in stroke volume (SV) after CRRT initiation, Change in cardiac output (CO) after fluid removal, Change in cardiac index (CI) after fluid removal, Change in stroke volume (SV) after fluid removal, Change in stroke volume index (SVI) after fluid removal, Change in Thoracic Fluid Content (TFC) after fluid removal, Change in heart rate (HR) after fluid removal, Change in systolic blood pressure (SBP) after fluid removal, Change in diastolic blood pressure (DBP) after fluid removal, Change in central venous pressure (CVP) after fluid removal, Change in mixed venous oxygen saturation (SVO2) after fluid removal, Change in lactate after fluid removal, Changes in systolic blood pressure (SBP) from beginning to end of CRRT, Changes in diastolic blood pressure (DBP) from beginning to end of CRRT, Changes in mean arterial pressure (MAP) from beginning to end of CRRT",2023-07-15,2025-03-14,Baxter Healthcare Corporation,INDUSTRY
NCT00552578,Buprenorphine as a Treatment in Opiate Dependent Pain Patients,A Randomized Controlled Trial Testing Buprenorphine as a Treatment in Opiate Dependent Pain Patients,TERMINATED,"""Tapering doses"" protocol arm was not effective for treatment retention outcome.",PHASE4,INTERVENTIONAL,12,"Opiate Addiction, Refractory Pain","buprenorphine/naloxone, buprenorphine/naloxone","DRUG, DRUG",Relapse to Substance Abuse,2007-10,2008-10,State University of New York at Buffalo,OTHER
NCT04132778,Digital Prevention of Asthma,A Novel Digital Self-management System Targeting Automated Prevention of Asthma,TERMINATED,The recruitment stopped due insufficient funding.,NA,INTERVENTIONAL,331,"Asthma, Care Management, Patient",,DEVICE,Symptom control,2019-10-14,2024-12-01,Karolinska Institutet,OTHER
