nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT02919696,A Study of Abemaciclib (LY2835219) in Native Chinese Participants With Advanced and/or Metastatic Cancers,A Phase 1 Study of Abemaciclib in Native Chinese Patients With Advanced and/or Metastatic Cancers,COMPLETED,,PHASE1,INTERVENTIONAL,26,"Advanced Cancer, Metastatic Cancer",Abemaciclib,DRUG,Number of Participants With One or More Drug Related Adverse Events,2017-08-07,2019-09-03,Eli Lilly and Company,INDUSTRY
NCT00649896,Evaluation of Adhesion Quality of a New Formulation of the Mylan Estradiol Transdermal System 0.025 mg/Day and Climara® Transdermal System 0.025 mg/Day,Comparative Evaluation of the Adhesion Quality of a New Formulation of the Mylan Estradiol Transdermal System (0.025 mg/Day; Mylan) and Climara® Transdermal System (0.025 mg/Day; Berlex) in Healthy Postmenopausal Female Volunteers,COMPLETED,,PHASE1,INTERVENTIONAL,76,Healthy,"Mylan Estradiol Transdermal System 0.025 mg/day, Climara® Transdermal System 0.025 mg/day","DRUG, DRUG",Dermal Safety,2003-08,2003-09,Mylan Pharmaceuticals Inc,INDUSTRY
NCT03762096,Short Interval Resveratrol Trial in Cardiovascular Surgery,Short Interval Resveratrol Trial in Cardiovascular Surgery,ACTIVE_NOT_RECRUITING,,NA,INTERVENTIONAL,40,"Diabetes Mellitus, Type 2, Coronary Artery Disease",,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT","Change in endothelial function, Change in endothelial function",2018-03-06,2026-12-31,MaineHealth,OTHER
NCT01994096,Optimal Dosage of Caspofungin in Critically Ill Patients,Pharmacokinetics and Optimal Dosage of Caspofungin in Critically Ill Patients With Suspected Invasive Candidiasis,COMPLETED,,PHASE4,INTERVENTIONAL,20,"Critically Ill, Suspected Invasive Candidiasis",Caspofungin,DRUG,The optimal dosage of caspofungin in relation to adequate exposure (measured as AUC) in critically ill patients.,2013-11,2015-10,University Medical Center Groningen,OTHER
NCT03098862,"PREVAIL VI: Identification of Host Genetic Factors Underlying Ebola Virus Disease Risk, Mortality, Long-term Sequelae, Viral RNA Persistence, Humoral Immunity, and Ebola Vaccine Response","PREVAIL VI: Identification of Host Genetic Factors Underlying Ebola Virus Disease Risk, Mortality, Long-term Sequelae, Viral RNA Persistence, Humoral Immunity, and Ebola Vaccine Response",COMPLETED,,,OBSERVATIONAL,4830,Ebola Virus Disease,,,"Identify genetic variation associated with risk of contracting clinical Ebola Virus Disease when directly exposed to the Ebola virus, Identify genetic variation associated with mortality from Ebola VirusDisease",2017-09-04,2020-12-23,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT04349462,Post Critical Illness Dysphagia in the Intensive Care Unit,Post Critical Illness Dysphagia in the Intensive Care Unit (Dysphagia-ICU): a Single Centre Prospective Cohort Study,SUSPENDED,Recruitment has been suspended during COVID19 Pandemic,NA,INTERVENTIONAL,300,Dysphagia,,"DIAGNOSTIC_TEST, DIAGNOSTIC_TEST",Dysphagia,2019-09-04,2022-12,St. Joseph's Healthcare Hamilton,OTHER
NCT05717062,Broad-spectrum Rapid Antidote: Varespladib IV to Oral Trial for Snakebite (BRAVIO),"Randomized, Double-Blinded, Placebo-Controlled Study to Evaluate the Safety, Tolerability, and Efficacy of Intravenous Varespladib Followed by Oral Varespladib in Addition to Standard of Care in Subjects Bitten by Venomous Snakes",COMPLETED,,PHASE2,INTERVENTIONAL,140,"Snakebite, Envenoming, Snake","Varespladib intravenous form, varespladib-methyl- oral form, Placebo intravenous form, Placebo - oral form","DRUG, DRUG, DRUG, DRUG","For subjects bitten by vipers: Area Under the Curve (AUC) of an abbreviated Snakebite Severity Score, For subjects bitten by elapids: Time to complete head-lift recovery defined by a 5-second head-lift of 5 seconds.",2023-05-30,2025-02-24,"Ophirex, Inc.",INDUSTRY
NCT04112862,Sodium Lactate Infusion in GLUT1DS Patients,Effects of Sodium Lactate Infusion in Patients With Glucose Transporter 1 Deficiency Syndrome (GLUT1DS),COMPLETED,,EARLY_PHASE1,INTERVENTIONAL,2,"GLUT1 Deficiency Syndrome, GLUT1DS1, GLUT1DS2, Epilepsy, Lactic Acid Blood Increased, Ketogenic Dieting",,OTHER,Number of changes in epileptic discharges on EEG during the infusion of lactate.,2022-05-20,2022-11-18,Radboud University Medical Center,OTHER
NCT04294862,"Tissue Distribution, Pharmacokinetics, Safety, and Tolerability After a Single Dose of TNP-2092 in Participants Undergoing Primary Total Hip or Knee Arthroplasty","An Open-Label Study to Evaluate Tissue Distribution, Plasma Pharmacokinetics, Safety, and Tolerability After a Single Intravenous Dose of TNP-2092 in Adult Participants Undergoing Primary Total Hip or Knee Arthroplasty",COMPLETED,,PHASE1,INTERVENTIONAL,13,Prosthetic Joint Infection,TNP-2092,DRUG,"Concentration of TNP-2092 in synovial fluid, Concentration of TNP-2092 in bone",2021-03-01,2022-06-29,TenNor Therapeutics Limited,INDUSTRY
NCT03830762,Xanamem™ in Healthy Elderly Subjects,"XanaHES: A Phase I, Single Blinded, Central Reader Blinded, Placebo-Controlled, Dose Escalation Study of Xanamem™ to Assess Safety and Tolerability in Healthy Elderly Subjects",COMPLETED,,PHASE1,INTERVENTIONAL,42,"Safety, Peripheral Neuropathy, Cortisol, Central Nervous System, Cognitive Function, Healthy Ageing, Small Fibre Neuropathy, Cerebrospinal Fluid, Electrocardiography","Xanamem, Matching Placebo","DRUG, DRUG","Incidence of Treatment-Emergent Adverse Events (AEs), Incidence of Clinically Significant Changes in Serum Biomarker Levels in a Standard Serum Chemistry Panel, Incidence of Clinically Significant Laboratory Haematological Biomarker Levels in a Standard Haematology Panel., Incidence of Clinically Significant Changes or Abnormalities Following Physical Examination, Nerve Conduction Assessments, Neuropathy Total Symptom Score-6 (NTSS-6), Toronto Clinical Neuropathy Score (TCNS), Skin Biopsy, Quantitative Sensory Testing (QST), Columbia Suicide Severity Rating Scale (CSSRS), Electrocardiogram (ECG)",2019-01-21,2020-01-07,Actinogen Medical,INDUSTRY
NCT06079762,AGE SELF CARE: Promoting Healthy Aging Through a Group Visit Program,AGE SELF CARE: Promoting Healthy Aging Through a Group Visit Program,COMPLETED,,NA,INTERVENTIONAL,11,"Frailty, Aging, Frailty Syndrome, Frail Elderly Syndrome",,BEHAVIORAL,"Recruitment rate, Completion of testing, Attendance, Completion of home practice log, Participant satisfaction, Proportion lost to follow-up",2023-10-01,2024-08-05,Brigham and Women's Hospital,OTHER
NCT05668962,Restor. I-131 Upt. + Selpercatinib in RET F-P RAI-R TC,Restoration of Radioiodine Uptake with Selpercatinib in RET Fusion-Positive Radioiodine-Refractory Thyroid Cancer: a Phase 2 Study Performed in Collaboration with the International Thyroid Oncology Group (ITOG),RECRUITING,,PHASE2,INTERVENTIONAL,30,"Thyroid Cancer, Thyroid Carcinoma, Metastatic Thyroid Cancer, Follicular Thyroid Cancer, Unresectable Thyroid Gland Carcinoma, Papillary Thyroid Cancer","Selpercatinib, Sodium Iodine I-131, rhTSH","DRUG, DRUG, DRUG",Objective Response Rate,2023-03-01,2026-01-01,Massachusetts General Hospital,OTHER
NCT06220162,VAC Regimen for AML Patients Who Failed to Response to VA Regimen,A Clinical Study of Chidamide in Combination With Venetoclax and Azacitidine (VAC) for Patients With Acute Myeloid Leukemia Who Did Not Achieve CR/CRi/MLFS (PR or NR) With One Cycle of Venetoclax and Azacitidine (VA).,RECRUITING,,PHASE2,INTERVENTIONAL,32,Acute Myeloid Leukemia,chidamide in combination with venetoclax and azacitidine (VAC),DRUG,ORR(overall response rate),2024-02-01,2026-12-01,The First Affiliated Hospital of Soochow University,OTHER
NCT00401362,A a Single Dose Efficacy Study in Inducing Laxation in Advance Illness Patients,A Double-Blind Placebo-Controlled Study of Methylnaltrexone (MNTX) for the Relief of Constipation Due to Chronic Opioid Therapy in Patients With Advanced Medical Illness,COMPLETED,,PHASE3,INTERVENTIONAL,154,Advanced Illness Patients With Opioid Induced Constipation,"SC Methylnaltrexone, SC Placebo, SC Methylnaltrexone","DRUG, DRUG, DRUG",Efficacy of SC MNTX compared with placebo in inducing laxation,2003-02,2005-02,"Bausch Health Americas, Inc.",INDUSTRY
NCT02942862,Evaluation of New Histoprognostic Criteria in a Retrospective Study of Colon Cancers Operated at Amiens University Hospital,Evaluation of New Histoprognostic Criteria in a Retrospective Study of Colon Cancers Operated at Amiens University Hospital,COMPLETED,,,OBSERVATIONAL,231,Colonic Neoplasms,Orcein staining,DRUG,survival,2015-02,2015-04,"Centre Hospitalier Universitaire, Amiens",OTHER
NCT05636462,Global Postural Re-education Program on Neck Pain in Breast Feeding Females.,Effects of Global Postural Re-education Program on Neck Pain and Disability in Breast Feeding Females.,COMPLETED,,NA,INTERVENTIONAL,54,"Neck Pain, Disability Physical, Breast Feeding",,"OTHER, OTHER","Neck pain, Neck Disability Index",2022-01-05,2023-03-15,Riphah International University,OTHER
NCT00636662,FLU A+B Nasal Swab Clinical Study,Evaluation of the RAMP FLU A+B Test Versus Viral Culture Using Clinical Nasal Swab Samples From Patients With Suspected Influenza Infections,COMPLETED,,,OBSERVATIONAL,800,Influenza,,OTHER,Support the addition of nasal swab sample type to labeling for the FLU A+B Test. The nasal swab sample data will be analyzed for the FLU A+B Test versus standard laboratory culture identification to determine the sensitivity and specificity.,2008-02,2008-05,Response Biomedical Corp.,INDUSTRY
NCT03586362,Vancomycin De-escalation Therapy in Patients With Pneumonia,Vancomycin De-escalation Therapy in Patients With Pneumonia and Negative MRSA Nasal Swab,UNKNOWN,,,OBSERVATIONAL,278,Pneumonia,,,Rate of Clinical Improvement,2018-02-08,2023-12-30,CAMC Health System,OTHER
NCT04784962,NMES for Rehab After Surgery,Neuromuscular Stimulation for Rehabilitation After General and Vascular Surgery - a Pilot Randomised Clinical Study,COMPLETED,,NA,INTERVENTIONAL,103,"Surgery, Vascular Diseases",,"DEVICE, DEVICE",Safety and Acceptability of NMES as an adjunct for rehabilitation,2021-07-07,2022-03-01,Imperial College London,OTHER
NCT01338662,Comparison of the Incidence of Dyskinesia in Parkinson's Disease Who Were Treated With Amantadine or Dopamine Agonist,A 10-year Observational Study of the Incidence of Dyskinesia in Patients With Early Parkinson's Disease Who Were Treated With Amantadine or Dopamine Agonist,UNKNOWN,,,OBSERVATIONAL,500,Parkinson's Disease,,,dyskinesia onset,2011-05,2022-04,Seoul National University Hospital,OTHER
NCT02213562,Effect of Chrysanthemum Flower Oil and Its Dose-dependency on Hyperuricemia,"A Randomized, Double-blind, Parallel Group Study to Evaluate the Effect of Chrysanthemum Flower Oil and Its Dose-dependency in Subjects With Hyperuricemia",COMPLETED,,NA,INTERVENTIONAL,21,Hyperuricemia,,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT","Change in serum uric acid from baseline, Change in uric acid clearance from baseline",2014-07,2016-03,Hiroshima University,OTHER
NCT04258462,Hyperpolarized 13C Pyruvate MRI Scan in Predicting Tumor Aggressiveness in Patients With Renal Tumors,Hyperpolarized 13C Pyruvate Metabolic MRI to Predict Renal Tumor Aggressiveness,RECRUITING,,PHASE2,INTERVENTIONAL,100,"Benign Kidney Neoplasm, Kidney Neoplasm, Renal Cell Cancer","Hyperpolarized Carbon C 13 Pyruvate, Hyperpolarized 13C,15N2-urea","DRUG, PROCEDURE, DRUG","Comparison between HP 13C pyruvate-to-lactate conversion, as measured by peak lactate/pyruvate ratio with tumor histology and grade., Comparison between HP 13C pyruvate-to-lactate conversion, as measured by the lactate /pyruvate area under curve (AUC) with tumor histology and grade., Comparison between HP 13C pyruvate-to-lactate conversion, as measured by the apparent rate of constant metabolic flux of HP 13C-pyruvate to lactate (kPL), with tumor histology and grade.",2019-01-15,2026-12-31,"Zhen Wang, MD",OTHER
NCT03089762,Intra-articular Injection in the Knee of Adipose Derived Stromal Cells and Platelet Rich Plasma for Osteoarthritis,Intra-articular Injection in the Knee of Adipose Derived Stromal Cells and Platelet Rich Plasma for Osteoarthritis,COMPLETED,,PHASE1,INTERVENTIONAL,10,Osteoarthritis,Intra-articular injection of SVF plus PRP,BIOLOGICAL,WOMAC (Western Ontario and McMaster Universities Arthritis Index),2012-02-12,2014-12-30,"Bioheart, Inc.",INDUSTRY
NCT02968862,Comparing Analgesia for Postoperative Pain Relief in Spine Surgery,Preemptive Analgesia for Postoperative Pain Relief in Thoraco-lumbo-sacral Spine Surgery: a Double-blinded Randomized Controlled Trial,COMPLETED,,,OBSERVATIONAL,99,Low Back Pain,,OTHER,low back pain,2009-01,2015-05,Brigham and Women's Hospital,OTHER
NCT05256862,Improving Cervical Cancer Screening in Women Living With HIV Attending Chronic Disease Clinics in Semi-rural Tanzania,Improving Cervical Cancer Screening in Women Living With HIV Attending Chronic Disease Clinics in Semi-rural Tanzania,COMPLETED,,,OBSERVATIONAL,2974,Cervical Cancer Screening,,OTHER,Number of WLWH attending CC screening,2021-07-27,2024-10-18,"University Hospital, Basel, Switzerland",OTHER
NCT06668662,Comparison of Post-operative Pain After Use of Endo-activator and Conventional Irrigation During Endodontic Treatment in Symptomatic Periapical Periodontitis,Comparison of Post-operative Pain After Use of Endo-activator and Conventional Irrigation During Endodontic Treatment in Symptomatic Periapical Periodontitis: a Randomized Control Trial,COMPLETED,,NA,INTERVENTIONAL,60,"Post Operative Pain, Endodontic Treatment, Apical Periodontitis",,"DEVICE, DEVICE","Comparison of post-operative pain after use of Endo-activator and conventional irrigation during endodontic treatment in symptomatic periapical periodontitis: a randomized control trial., Endoactivator, Conventional irrigation",2023-09-01,2024-03-31,Jinnah Sindh Medical University,OTHER
NCT00778362,Splenic Function After Spleen-Preserving Distal Pancreatectomy With Excision of Splenic Artery and Vein,Splenic Function After Spleen-Preserving Distal Pancreatectomy With Excision of Splenic Artery and Vein,UNKNOWN,,,OBSERVATIONAL,40,Overwhelming Post-Splenectomy Infection,,,A questionnaire will be administered to assess 1. the degree of knowledge and patient compliance and their role in the prevention of OPSI; 2. history of vaccination and prophylactic antibiotics to prevent OPSI; 3. infection episodes after splenectomy.,2006-01,2012-12,National Taiwan University Hospital,OTHER
NCT01047462,Scandinavian Diverticulitis Trial,Scandinavian Diverticulitis Trial. Laparoscopic Lavage vs Primary Resection as Treatment for Perforated Diverticulitis. A Randomized Prospective Multicenter Trial,COMPLETED,,NA,INTERVENTIONAL,150,Diverticulitis,,PROCEDURE,90 days complication rate,2010-01,2016-12,"University Hospital, Akershus",OTHER
NCT01042262,Maternal Oxygen Use During Delivery and Cord Blood Superoxide Dismutase,Maternal Oxygen Use During Delivery and Cord Blood Superoxide Dismutase: A Randomized Controlled Trial,COMPLETED,,NA,INTERVENTIONAL,60,"Oxidative Stress, Fetal Distress",,"OTHER, OTHER",Superoxide dismutase concentration in umbilical cord blood,2007-02,2009-08,George Washington University,OTHER
NCT03076346,Neural Biomarkers of Clozapine Response,Neural Biomarkers of Clozapine Response,COMPLETED,,,OBSERVATIONAL,41,"Schizophrenia, Treatment-resistant Schizophrenia, Schizoaffective Disorder",,,Changes in resting state functional connectivity with efficacious clozapine treatment,2017-09-01,2020-12-31,University of Pittsburgh,OTHER
NCT03766646,Preoxygenation With Optiflow™ - the Effect of Speech on Lung Oxygenation.,Preoxygenation With High Flow Nasal Oxygenation Using Optiflow - Does Speech Have an Effect on The End Tidal Oxygen Achieved When Compared to Closed Mouth Nasal Breathing?,COMPLETED,,NA,INTERVENTIONAL,34,Unrecognized Condition,,DEVICE,End Tidal Oxygen Fraction,2018-10-18,2018-11-16,University Hospital Southampton NHS Foundation Trust,OTHER
NCT04280146,Speed Limits: Food Intake and Eating Behaviour of Ultra-processed and Unprocessed Foods,Speed Limits: Food Intake and Eating Behaviour of Ultra-processed and Unprocessed Foods,UNKNOWN,,NA,INTERVENTIONAL,60,Obesity; Excess Calories,,BEHAVIORAL,Energy intake,2020-02-01,2020-07-31,Wageningen University,OTHER
NCT05486546,Contoura With Phorcides Compared to Wavefront Optimized LASIK,Comparison of Visual Acuity and Quality of Life Following Contoura With Phorcides Compared to WaveLight Wavefront Optimized LASIK,RECRUITING,,NA,INTERVENTIONAL,120,"Myopia, Astigmatism",,"PROCEDURE, DEVICE",Post-Op UDVA,2022-08-15,2023-12-01,Daniel Terveen,OTHER
NCT03628846,Opioid Use After Traumatic Injury in Adolescents,A Prospective Survey of Opioid Use After Traumatic Injury in Adolescents,COMPLETED,,,OBSERVATIONAL,123,"Opioid Use, Traumatic Injury, Adolescent Behavior, Substance Abuse Disorder",,,Prospectively determine drivers of sustained opioid use and prescription opioid misuse.,2018-07-01,2023-04-30,Indiana University,OTHER
NCT01466946,Understanding Symptom Recognition and Treatment Decision-making in Hispanic/Latino Lung Cancer Patients,Understanding Symptom Recognition and Treatment Decision-making in Hispanic/Latino Lung Cancer Patients,COMPLETED,,,OBSERVATIONAL,25,Lung Cancer,,BEHAVIORAL,"psychosocial issues, cultural issues",2011-11,2016-02,Memorial Sloan Kettering Cancer Center,OTHER
NCT03107546,Comparison of Scar Formation in Syndactyly Release Surgery With Full Thickness Skin Graft Versus Skin Graft Substitute,Comparison of Scar Formation in Syndactyly Release Surgery With Full Thickness Skin Graft Versus Skin Graft Substitute,COMPLETED,,NA,INTERVENTIONAL,19,Syndactyly,,"DEVICE, OTHER","Difference in scar quality between Hyalomatrix® and full-thickness skin graft when used during syndactyly release surgery as assessed by the Patient/Parent and Observer Scar Assessment Scale (POSAS) and the Hamilton Photographic Scar Assessment Scale, Difference in web creeping between Hyalomatrix® and full-thickness skin graft when used during syndactyly release surgery as assessed by the Web Creep Assessment Scale.",2017-05-11,2022-12-31,Gillette Children's Specialty Healthcare,OTHER
NCT07233746,Comparison of QIPB and SIFICB in Hip Surgery,Comparison of the Effects of Quadroiliac Plane Block Versus Suprainguinal Fascia Iliaca Compartment Block on Postoperative Pain in Hip Surgery,NOT_YET_RECRUITING,,NA,INTERVENTIONAL,60,"Postoperative Pain, Hip Surgery",,"PROCEDURE, PROCEDURE",Numeric Rating Scale (NRS) Scores,2025-12-15,2026-05,Cumhuriyet University,OTHER
NCT05256446,AMG 701 Expanded Access Program,,NO_LONGER_AVAILABLE,,,EXPANDED_ACCESS,,,AMG 701,DRUG,,,,Amgen,INDUSTRY
NCT05026346,Construction of an AI System for the Automatic Supervision of Shoulder's Rehabilitation Exercises (Rehab-SPIA),Construction of an Artificial Intelligence System for the Remote Automatic Supervision of Shoulder's Rehabilitation Exercises,COMPLETED,,,OBSERVATIONAL,100,Rotator Cuff Tears,,DIAGNOSTIC_TEST,Correctness of the shoulder movement,2020-04-01,2025-01-30,Istituto Ortopedico Rizzoli,OTHER
NCT00655746,The Effect of Omeprazole on the Pharmacokinetics of Dasatinib in Healthy Subjects,The Effect of Omeprazole on the Pharmacokinetics of Dasatinib (BMS-354825) in Healthy Subjects,COMPLETED,,PHASE1,INTERVENTIONAL,14,Healthy,Dasatinib + Omeprazole,DRUG,"Dasatinib Pharmacokinetic (PK) Parameter: Maximum Observed Plasma Concentration (Cmax), Dasatinib PK Parameter Time of Maximum Observed Plasma Concentration(Tmax), Dasatinib PK Parameter: Plasma Half-Life (T-HALF), Dasatinib PK Parameter: Area Under the Plasma Concentration-Time Curve From Time Zero to the Time of the Last Quantifiable Concentration (AUC[0-T]), Dasatinib PK Parameters: Area Under the Plasma Concentration-Time Curve From Time Zero Extrapolated to Infinite Time (AUC[INF])",2008-04,2008-05,Bristol-Myers Squibb,INDUSTRY
NCT02423746,Assessing and Addressing Behaviors in Children With Hearing Loss,Assessing and Addressing Behaviors in Children With Hearing Loss,COMPLETED,,NA,INTERVENTIONAL,24,"Hearing Loss, Attention Deficit and Disruptive Behavior Disorders, Parenting",,"BEHAVIORAL, BEHAVIORAL",Number of sessions attended by each enrolled parent,2015-04,2016-09,University of Kentucky,OTHER
NCT01542346,Subcutaneous Adaption and Cosmetic Outcome Following Caesarean Delivery,,COMPLETED,,NA,INTERVENTIONAL,116,Caesarean Delivery,,PROCEDURE,Objective and subjective cosmetic appearance,2012-03,,Klinikum Klagenfurt am Wörthersee,OTHER
NCT06262646,Video-conferencing FACT for Young Children With Special Needs,Effectiveness of Video-conferencing Focused Acceptance and Commitment Therapy Compared With Standard Parenting Advice for Parents of Young Children With Special Needs: A Randomized Clinical Trial,COMPLETED,,NA,INTERVENTIONAL,254,"Autism Spectrum Disorder, Attention Deficit Hyperactivity Disorder, Specific Learning Disorder, Communication Disorders, Motor Disorders",,"BEHAVIORAL, OTHER",Parenting stress,2024-02-01,2025-06-30,Chinese University of Hong Kong,OTHER
NCT06257446,InformationSeekingMesolimbicEngagementStudy1,The Influence of Mesolimbic-hippocampal Interactions on Episodic Memory During Active Information Seeking,COMPLETED,,NA,INTERVENTIONAL,76,Motivation,,BEHAVIORAL,"Mesolimbic-hippocampal Interactions, Episodic Memory",2023-10-25,2024-02-09,Temple University,OTHER
NCT01102946,Panretinal Photocoagulation (PRP) Plus Ranibizumab for Proliferative Diabetic Retinopathy,Panretinal Photocoagulation Versus Panretinal Photocoagulation Plus Intravitreous Ranibizumab for High Risk Proliferative Diabetic Retinopathy,COMPLETED,,PHASE2,INTERVENTIONAL,40,"Diabetic Retinopathy, Retinal Neovascularization",Ranibizumab,"DRUG, PROCEDURE",Fluorescein leakage area (mm2),2009-02,2011-02,University of Sao Paulo,OTHER
NCT05367388,"A Study Comparing Two Different Capsules, APL-101 and PLB-1001 Capsules, in Healthy Chinese and Caucasian Participants","An Open-Label, Multi-Center, Randomized, 2-Way Crossover Study to Assess the Bioequivalence of APL-101 Capsule vs PLB-1001 Capsule in Healthy Chinese and Caucasian Subjects",UNKNOWN,,PHASE1,INTERVENTIONAL,48,Bioequivalence,"APL-101, PLB-1001","DRUG, DRUG","Area under the plasma concentration versus time curve (AUC), Maximum observed plasma concentration",2022-05-20,2022-12,Apollomics Inc.,INDUSTRY
NCT01765088,A Phase III Trial on Adjuvant Temozolomide With or Without Interferon-alpha in Newly Diagnosed High-grade Gliomas,A Phase III Trial on Adjuvant Standard Temozolomide Chemotherapy With or Without Interferon-alpha in Newly Diagnosed High-grade Gliomas,UNKNOWN,,PHASE3,INTERVENTIONAL,300,"Anaplastic Oligoastrocytoma, Anaplastic Astrocytoma, Glioblastoma","Temozolomide, α-IFN","DRUG, DRUG",Over-all survival,2012-09,2019-12,Sun Yat-sen University,OTHER
NCT03100188,Designer Dialysis Peritoneal Dialysis,Designer Dialysis: Designing a Peritoneal Dialysis Prescription That Fits a Patient's Lifestyle,COMPLETED,,NA,INTERVENTIONAL,7,"Peritoneal Dialysis, Quality of Life",,OTHER,change in quality of life,2015-07-01,2016-12-15,Louisiana State University Health Sciences Center in New Orleans,OTHER
NCT04605588,A Triple Combination Antiviral Coronavirus Therapy (TriACT) for COVID-19,"A Triple Combination Antiviral Coronavirus Therapy (TriACT) RCT Comparing Nitazoxanide, Ribavirin and Hydroxychloroquine vs. Placebo",TERMINATED,Lack of participants willing to enroll,PHASE2,INTERVENTIONAL,7,"SARS-CoV Infection, Covid19","Nitazoxanide, Placebo Nitazoxanide, Ribavirin, Placebo Ribavirin, Hydroxychloroquine, Placebo Hydroxychloroquine","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Rate of Decline in Viral Load Over the 10 Days After Randomization,2020-12-02,2021-02-04,"Rutgers, The State University of New Jersey",OTHER
NCT05229588,Lurbinectedin in Patients With Advanced Gastrointestinal Malignancies With DNA Repair Mutations,A Phase II Pilot Clinical Trial of Lurbinectedin (Zepzelca™ PM01183) in Patients With Gastrointestinal Malignancies With DNA Repair Mutations,COMPLETED,,PHASE2,INTERVENTIONAL,8,Gastrointestinal Malignancies,Lurbinectedin 4 MG Injection [Zepzelca],DRUG,Evaluate the antitumor activity,2022-06-14,2025-08-04,HonorHealth Research Institute,OTHER
NCT00004188,Combination Chemotherapy and Peripheral Stem Cell Transplantation in Treating Patients With Neuroblastoma,A Randomized Study of Purged Versus Unpurged Peripheral Blood Stem Cell Transplant Following Dose Intensive Induction Therapy for High Risk Neuroblastoma,COMPLETED,,PHASE3,INTERVENTIONAL,495,Neuroblastoma,"filgrastim, carboplatin, cisplatin, cyclophosphamide, doxorubicin hydrochloride, etoposide, isotretinoin, melphalan, topotecan hydrochloride, vincristine sulfate","BIOLOGICAL, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE, RADIATION","Event-free survival rate, Rate of occurrence of toxic (non disease-related) deaths where a toxic death will be ""counted"" if it occurs prior to the initiation of the immunotherapy",2001-02,,Children's Oncology Group,NETWORK
NCT02793388,A Trial on Supervised Primaquine Use in Ethiopia,A Randomized Controlled Trial on Supervised Primaquine Use in Ethiopia,WITHDRAWN,,PHASE4,INTERVENTIONAL,0,Malaria,"Supervised primaquine treatment, Unsupervised primaquine treatment","DRUG, DRUG",The incidence risk of symptomatic P. vivax malaria over 4 months in patients enrolled with P. vivax or P. falciparum malaria.,2016-09,2017-09,Menzies School of Health Research,OTHER
NCT03482388,Crowdsourcing to Promote HBV and HCV Testing in China,A Crowdsourced Intervention to Promote Hepatitis B and C Testing Among Men Who Have Sex With Men in China: a Nationwide Online Randomized Controlled Trial,COMPLETED,,NA,INTERVENTIONAL,700,"Hepatitis, Hepatitis B, Hepatitis C",,"BEHAVIORAL, OTHER",Confirmed HBV and HCV test uptake,2018-05-09,2018-06-09,"University of North Carolina, Chapel Hill",OTHER
NCT04027088,Effect of Preoperative Immunonutrition in Upper Digestive Tract,Multicenter Randomized Clinical Trial of the Effect of Preoperative Immunonutrition Versus Standard Enteral Nutrition in Elective Oncological Surgery of the Upper Digestive Tract,UNKNOWN,,NA,INTERVENTIONAL,178,"Immunonutrition, Gastric Cancer, Esophageal Cancer, Pancreas Cancer, Surgery--Complications",,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT","Infectious complications, Surgical fistulas",2019-08-10,2021-12-31,Complexo Hospitalario Universitario de A Coruña,OTHER
NCT00848588,A Survey of Factors Associated With the Successful Recognition of Agonal Breathing and Cardiac Arrest.,A Survey of Factors Associated With the Successful Recognition of Agonal Breathing and Cardiac Arrest by 9-1-1 Call Takers.,COMPLETED,,,OBSERVATIONAL,404,Cardiac Arrest,,,Intention to Give CPR Instructions,2009-06,2010-09,Ottawa Hospital Research Institute,OTHER
NCT06927388,Myopia Progression With Freeform Myopia Control Spectacles,Myopia Progression With Freeform Open Ring Myopia Control Spectacles Versus a Commercial Peripheral Plus Myopia Control Spectacle in Chinese Children,ACTIVE_NOT_RECRUITING,,NA,INTERVENTIONAL,180,"Myopia, Progressive",,"DEVICE, DEVICE",myopic progression in one year,2025-05-17,2027-09-30,Shanghai Eye Disease Prevention and Treatment Center,OTHER
NCT00754988,A Study of Taspoglutide Versus Sitagliptin for the Treatment of Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin.,"A Multicenter, Randomized, Double-dummy, Placebo and Active-controlled Study to Assess the Safety, Tolerability and Effect of Taspoglutide on Glycemic Control Compared to Sitagliptin and Placebo in Patients With Type II Diabetes Mellitus Inadequately Controlled With Metformin.",COMPLETED,,PHASE3,INTERVENTIONAL,666,Diabetes Mellitus Type 2,"Metformin, Placebo (matching sitagliptin), Placebo (matching taspoglutide), Sitagliptin, Taspoglutide","DRUG, DRUG, DRUG, DRUG, DRUG",Mean changes in HbA1c,2008-10,2011-03,Hoffmann-La Roche,INDUSTRY
