drug_name,source,status,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchi_key,adverse_reactions,failure_reason
Fiber Caplets,openfda_labels,approved,,,,,,,,,
Fiber Laxative,openfda_labels,approved,,,,,,,,,
Finafta,openfda_labels,approved,,,,,,,,,
Finasteride,openfda_labels,approved,,,,,,,,,
Firmarine Moisturizer SPF 30,openfda_labels,approved,,,,,,,,,
First Aid Antibiotic plus Burn Relief,openfda_labels,approved,,,,,,,,,
First Aid Beauty FAB Acne Spot Treatment,openfda_labels,approved,,,,,,,,,
First Aid Burn Cream,openfda_labels,approved,,,,,,,,,
First Aid Only First Aid/Burn,openfda_labels,approved,,,,,,,,,
First Aid Only Hand Sanitizing Wipe,openfda_labels,approved,,,,,,,,,
First Aid and Burn,openfda_labels,approved,,,,,,,,,
Flanax Pain Reliever/Fever reducer,openfda_labels,approved,,,,,,,,,
Flawless Effect Liquid Foundation SPF 15 Merle Norman,openfda_labels,approved,,,,,,,,,
Flu-Tone,openfda_labels,approved,,,,,,,,,
Fluconazole,"clinicaltrials, openfda_labels",approved,,,,,,,,,
Flucytosine,openfda_labels,approved,,,,,,,,,
Fludarabine,clinicaltrials,WITHDRAWN,,,,,,,,,Accrual goals could not be met within a timely manner; Study terminated due to slow/insufficient accrual.; Poor accrual
Fludarabine Phosphate,openfda_labels,approved,,,,,,,,,Low accrual
Fludeoxyglucose F-18,openfda_labels,approved,,,,,,,,,
Fludrocortisone Acetate,openfda_labels,approved,,,,,,,,,
Fluocinolone Acetonide,openfda_labels,approved,,,,,,,,,
Fluocinonide,openfda_labels,approved,,,,,,,,,
Fluorescein,"clinicaltrials, openfda_labels",approved,,,,,,,,,Low/no enrollment. No subjects were enrolled over the past year.
Fluorouracil,clinicaltrials,COMPLETED,,,,,,,,,institution problem
Fluoxetine,openfda_labels,approved,,,,,,,,,
Fluoxetine HCL,openfda_labels,approved,,,,,,,,,
Flupentixol,clinicaltrials,COMPLETED,,,,,,,,,
Fluphenazine Hydrochloride,openfda_labels,approved,,,,,,,,,
Flurbiprofen,openfda_labels,approved,,,,,,,,,
Fluticasone Propionate,openfda_labels,approved,,,,,,,,,
Fluticasone Propionate and Salmeterol,openfda_labels,approved,,,,,,,,,
Fluticasone Propionate and Salmeterol DISKUS,openfda_labels,approved,,,,,,,,,
Fluvastatin,openfda_labels,approved,,,,,,,,,
Fluvoxamine Maleate,openfda_labels,approved,,,,,,,,,
Folcyteine,openfda_labels,approved,,,,,,,,,
Folic Acid,openfda_labels,approved,,,,,,,,,
Foot Odor Control Powder,openfda_labels,approved,,,,,,,,,
Formoterol,clinicaltrials,COMPLETED,,,,,,,,,
Formoterol Fumarate,openfda_labels,approved,,,,,,,,,
Formoterol fumarate,openfda_labels,approved,,,,,,,,,
Formula 3,openfda_labels,approved,,,,,,,,,
Fortify,openfda_labels,approved,,,,,,,,,
Fosinopril sodium,openfda_labels,approved,,,,,,,,,
Foster and Thrive,openfda_labels,approved,,,,,,,,,
Foster and Thrive Advanced Relief Eye Drops,openfda_labels,approved,,,,,,,,,
Foster and Thrive Castor Oil,openfda_labels,approved,,,,,,,,,
Foster and Thrive Dry Eye Relief,openfda_labels,approved,,,,,,,,,
Foster and Thrive Long Lasting Lubricant Eye Drops,openfda_labels,approved,,,,,,,,,
Foster and Thrive Lubricating Tears Lubricant Eye Drops,openfda_labels,approved,,,,,,,,,
Foster and Thrive Original Formula Eye Drops,openfda_labels,approved,,,,,,,,,
Foster and Thrive Pain Reliever,openfda_labels,approved,,,,,,,,,
Foster and Thrive Redness Relief Eye Drops,openfda_labels,approved,,,,,,,,,
Fraxinus Radix 6X,openfda_labels,approved,,,,,,,,,
Freds Hydrocortisone with Aloe,openfda_labels,approved,,,,,,,,,
Freeze-dried Human Protein C Concentrate,clinicaltrials,RECRUITING,,,,,,,,,
Fresh Coast SPF 50 Sunscreen,openfda_labels,approved,,,,,,,,,
Fulvestrant,openfda_labels,approved,,,,,,,,,"Novartis decided not to pursue further development of buparlisib program (assessment of moderate PFS benefit with know, but manageable, buparlisib profile).; Low Accrual"
Furosemide,openfda_labels,approved,,,,,,,,,
Futibatinib and Binimetinib,clinicaltrials,TERMINATED,,,,,,,,,
Future Youth Daily Turnaround Hydrating Moisturizer SPF 50,openfda_labels,approved,,,,,,,,,
G-40,openfda_labels,approved,,,,,,,,,
G-46,openfda_labels,approved,,,,,,,,,
G-61,openfda_labels,approved,,,,,,,,,
G.M. Collin FPS-SPF 45 UVA-UVB TINTED SUNSCREEN,openfda_labels,approved,,,,,,,,,
GABAPENTIN,openfda_labels,approved,,,,,,,,"Grand mal convulsion, Malaise, Abdominal pain upper; Fatigue; Feeling abnormal, Pneumonia, Suicidal ideation, Psychotic disorder, Unevaluable event, Unevaluable event, Malaise, Drug level increased, Asthenia, Apathy, Pain; Oral mucosal erythema, Oral pain, Abdominal tenderness; Alopecia",
GADOBUTROL,openfda_labels,approved,,,,,,,,,
GALLIUM MURIATICUM,openfda_labels,approved,,,,,,,,,
GALLIUM OXYDATUM,openfda_labels,approved,,,,,,,,,
GALLIUM PHOSPHORICUM,openfda_labels,approved,,,,,,,,,
GARADACIMAB,openfda_labels,approved,,,,,,,,,
GAUNFACINE,openfda_labels,approved,,,,,,,,,
GB491+ Fulvestrant,clinicaltrials,COMPLETED,,,,,,,,,
GD2-CART01,clinicaltrials,ACTIVE_NOT_RECRUITING,,,,,,,,,
GDC-0810 Phase II Tablet,clinicaltrials,COMPLETED,,,,,,,,,
GDC-0810 Phase III Prototype Tablet,clinicaltrials,COMPLETED,,,,,,,,,
GEFITINIB,openfda_labels,approved,,,,,,,,,
GEMCITABINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,"Decreased appetite, Pulmonary embolism, Hypercalcaemia, Leukocytosis; Death, Febrile neutropenia, Septic shock, Thrombocytopenia, Renal failure acute, Electrolyte imbalance; Acute generalised exanthematous pustulosis; Acute respiratory failure; Sepsis",
GEMFIBROZIL,openfda_labels,approved,,,,,,,,"Anaemia, Disease progression, Splenomegaly, Lung consolidation, Goitre; Diabetes mellitus; Open fracture, Rash; Hospitalisation; Tongue oedema",
GEN1047 is a bispecific antibody that induces T-cell mediated cytotoxicity of B7H4-positive tumor cells.,clinicaltrials,ACTIVE_NOT_RECRUITING,,,,,,,,,
GENTAMICIN SULFATE,openfda_labels,approved,,,,,,,,"Drug hypersensitivity; Clostridium difficile infection; Melaena, Dyspnoea, Glomerular filtration rate decreased, Nausea, Jaundice, Alanine aminotransferase increased, Aspartate aminotransferase increased, Back pain, Dehydration, Vomiting, Blood bilirubin increased, Blood potassium increased, Bilirubin conjugated increased, Blood lactate dehydrogenase increased, Blood urea increased, White blood cell count increased, Malaise, Abdominal pain, Platelet count decreased; Anaphylactic shock",
GENTLE LAXATIVE BISACODYL,openfda_labels,approved,,,,,,,,,
GERI-LANTA ANTACID ANTIGAS,openfda_labels,approved,,,,,,,,,
GERI-MOX ANTACID ANTIGAS,openfda_labels,approved,,,,,,,,,
GERMANIUM MURIATICUM,openfda_labels,approved,,,,,,,,,
GI Distress,openfda_labels,approved,,,,,,,,,
GINSENOSIDE,openfda_labels,approved,,,,,,,,,
"GLANDULA SUPRARENALIS SUIS, HYPOPHYSIS SUIS, HYPOTHALAMUS SUIS, OOPHORINUM (SUIS), ORCHITINUM (BOVINE), PINEAL GLAND, THYROIDINUM, ARSENICUM ALBUM, BARYTA CARBONICA, NATRUM MURIATICUM, PHOSPHORICUM ACIDUM, PULSATILLA (PRATENSIS)",openfda_labels,approved,,,,,,,,,
GLASSIA,clinicaltrials,COMPLETED,,,,,,,,"Urticaria, Blood glucose decreased, Renal failure, Hypotension; Atrial fibrillation, Gastritis, Renal failure, Dehydration, Coronary artery occlusion, Chest discomfort, Cough, Post procedural complication; Pneumonia, Oedema, Chronic obstructive pulmonary disease; Pneumothorax, Chronic obstructive pulmonary disease, Acute respiratory failure, Ventricular extrasystoles, Acidosis, Pneumothorax spontaneous, Pneumothorax, Chronic obstructive pulmonary disease; Clavicle fracture, Rib fracture, Multiple fractures, Hip fracture",
GLATIRAMER ACETATE,openfda_labels,approved,,,,,,,,,
GLAUTARAKT,openfda_labels,approved,,,,,,,,,
GLIMEPIRIDE,openfda_labels,approved,,,,,,,,"Fatigue, Insomnia; Influenza, Pneumonia; Spinal disorder, Off label use; Atypical pneumonia, Hypoacusis; Bacterial infection, Gastrointestinal disorder, Diarrhoea",
GLIPIZIDE,openfda_labels,approved,,,,,,,,"Balance disorder, Gait disturbance, Gait disturbance; Weight increased; Rash, Headache; Blood glucose abnormal; Death",
GLIPIZIDE AND METFORMIN HYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
GLO SKIN BEAUTY CLEAR SKIN CLEANSER,openfda_labels,approved,,,,,,,,,
GLO SKIN BEAUTY OIL-FREE TINTED PRIMER SPF 30,openfda_labels,approved,,,,,,,,,
GLYBURIDE,openfda_labels,approved,,,,,,,,"Pulmonary embolism, Anaemia, Haemoglobin decreased; Death; Cardiac aneurysm, Blood glucose increased, Weight decreased, Decreased appetite; Upper respiratory tract infection; Diarrhoea, Contusion",
GLYCERIN,openfda_labels,approved,,,,,,,,,
"GLYCERIN 14.4%, LIDOCAINE 5%, PETROLATUM 15%, PHENYLEPHRINE HCL 0.25%",openfda_labels,approved,,,,,,,,,
GLYCERIN 20%,openfda_labels,approved,,,,,,,,,
GLYCERIN BASED GENTLE AND EFFECTIVE LAXATIVE ADULT CONSTIPATION RELIEF,openfda_labels,approved,,,,,,,,,
GLYCERIN PROPYLENE GLYCOL,openfda_labels,approved,,,,,,,,,
"GLYCERIN, HYPROMELLOSE, POLYETHYLENE GLYCOL 400",openfda_labels,approved,,,,,,,,,
"GLYCERIN, NAPHAZOLINE HCL",openfda_labels,approved,,,,,,,,,
"GLYCERIN, PHENYLEPHRINE HCL, PRAMOXINE HCL, WHITE PETROLATUM",openfda_labels,approved,,,,,,,,,
GLYCOPYRROLATE,openfda_labels,approved,,,,,,,,"Serotonin syndrome, Acidosis, Drug interaction, Urethral stenosis, Procedural complication, Tachycardia; Respiratory distress, Feeding disorder, Agitation, Convulsion; Acute respiratory failure; Plasma cell myeloma, Renal failure acute; Abdominal distension, Constipation",
"GLYCYRRHIZA GLABRA, PLANTAGO MAJOR, STILLINGIA SYLVATICA, TRIFOLIUM PRATENSE, ARNICA MONTANA, ASCLEPIAS TUBEROSA, BERBERIS VULGARIS, CALENDULA OFFICINALIS, CHAMOMILLA, CHELIDONIUM MAJUS, ECHINACEA (ANGUSTIFOLIA), EUCALYPTUS GLOBULUS, LAPPA MAJOR, NASTURTIUM AQUATICUM, PHYTOLACCA DECANDRA, RHAMNUS FRANGULA, RHAMNUS PURSHIANA, TARAXACUM OFFICINALE, TRIGONELLA FOENUM-GRAECUM, URTICA DIOICA, XANTHOXYLUM FRAXINEUM, SYMPHYTUM OFFICINALE, HEPAR SUIS, LUNG (SUIS), LYMPH NODE (SUIS)",openfda_labels,approved,,,,,,,,,
GNP Isopropyl Alcohol 70 Percent With Wintergreen Oil,openfda_labels,approved,,,,,,,,,
GOJO RICH PINK Antibacterial Ltn Sp,openfda_labels,approved,,,,,,,,,
"GOLD TRICHLORIDE, SOLANUM DULCAMARA TOP, EUPHRASIA STRICTA, NITROGLYCERIN, HEDERA HELIX FLOWERING TWIG, RUTA GRAVEOLENS FLOWERING TOP, TOBACCO LEAF, AND CYNARA SCOLYMUS WHOLE",openfda_labels,approved,,,,,,,,,
GOLDEN HOUR HYDRATING SPF 30,openfda_labels,approved,,,,,,,,,
GOLDENSEAL - POTASSIUM DICHROMATE - PULSATILLA VULGARIS,openfda_labels,approved,,,,,,,,,
GOODBYE ACNE Complete treatment gel,openfda_labels,approved,,,,,,,,,
GOODNOW PAIN RELIEF,openfda_labels,approved,,,,,,,,,
GOODSENSE Ultra Strength Antacid Peppermint,openfda_labels,approved,,,,,,,,,
GOODYS Hangover,openfda_labels,approved,,,,,,,,,
GR LIP BUTTER COOKIE SPF 15,openfda_labels,approved,,,,,,,,,
GR TOTAL COVER 2 in 1 Foundation and Concealer SPF 15,openfda_labels,approved,,,,,,,,,
GRINDELIA ROBUSTA,openfda_labels,approved,,,,,,,,,
GSK1349572,clinicaltrials,COMPLETED,,,,,,,,,
GUAIASORB DM,openfda_labels,approved,,,,,,,,,
GUAIFENESIN,openfda_labels,approved,,,,,,,,"Death, Cervical vertebral fracture, Fall; Cellulitis, Pyrexia; Schizoaffective disorder; Back pain, Chronic obstructive pulmonary disease; Tracheobronchitis, Lung infection, Chronic obstructive pulmonary disease, Asthenia, Malaise, Dyspnoea, Cough",
GUAIFENESIN AND DEXTROMETHORPHAN HBR,openfda_labels,approved,,,,,,,,,
GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,openfda_labels,approved,,,,,,,,,
GUAIFENESIN AND PSEUDOEPHEDRINE HCL,openfda_labels,approved,,,,,,,,,
GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
"GUAIFENESIN, DEXTROMETHORPHAN HBR",openfda_labels,approved,,,,,,,,,
GUANFACINE,openfda_labels,approved,,,,,,,,"Drug ineffective, Somnolence; Splenomegaly, White blood cell count increased, Drug ineffective",
GUNA-GERIATRICS,openfda_labels,approved,,,,,,,,,
GUNA-IGF,openfda_labels,approved,,,,,,,,,
GUNA-IL 2,openfda_labels,approved,,,,,,,,,
GV550,clinicaltrials,COMPLETED,,,,,,,,,
Gabapentin,"clinicaltrials, openfda_labels",approved,,,,,,,,,Changes to surgical practices led to the loss of eligible patients; poor recruitment; Workforce shortage
Gablofen,openfda_labels,approved,,,,,,,,,
Gadobutrol,openfda_labels,approved,,,,,,,,,
Gadolinium-based contrast,clinicaltrials,WITHDRAWN,,,,,,,,,
Gadoterate meglumine,clinicaltrials,TERMINATED,,,,,,,,,The planned number of enrolled patients was not reached.
Gainxtra Hair Regrowth Treatment for Men and Women Minoxidil 5% Form with Biotin,openfda_labels,approved,,,,,,,,,
Galantamine and Donepezil,clinicaltrials,COMPLETED,,,,,,,,,
Gallium Muriaticum,openfda_labels,approved,,,,,,,,,
Gallium Oxydatum,openfda_labels,approved,,,,,,,,,
Gallium Phosphoricum,openfda_labels,approved,,,,,,,,,
Gas Relief,openfda_labels,approved,,,,,,,,,
Gas Relief Extra Strength,openfda_labels,approved,,,,,,,,,
Gas Relief Ultra Strength,openfda_labels,approved,,,,,,,,,
Gas-Aid Drops for infants,openfda_labels,approved,,,,,,,,,
Gastrocrom,openfda_labels,approved,,,,,,,,,
Gefitinib,"clinicaltrials, openfda_labels",approved,,,,,,,,,
Gelato APF,openfda_labels,approved,,,,,,,,,
Gelato Homecare,openfda_labels,approved,,,,,,,,,
Gelato Topical Anesthetic,openfda_labels,approved,,,,,,,,,
Gemcitabine,"clinicaltrials, openfda_labels",approved,,,,,,,,,External information; Low accrual; Sponsor decision
Gemcitabine + Capecitabine,clinicaltrials,NOT_YET_RECRUITING,,,,,,,,,
Gemcitabine Hydrochloride for Injection,clinicaltrials,RECRUITING,,,,,,,,,
Gemcitabine combined with eribulin,clinicaltrials,UNKNOWN,,,,,,,,,
Gemfibrozil,openfda_labels,approved,,,,,,,,,
Gen7T Plus,openfda_labels,approved,,,,,,,,,
Genexa Kids Pain and Fever,openfda_labels,approved,,,,,,,,,
Gentamicin,openfda_labels,approved,,,,,,,,,
Gentle Laxative Bisacodyl,openfda_labels,approved,,,,,,,,,
Genuine First Aid Antibiotic,openfda_labels,approved,,,,,,,,,
Genuine First Aid Hand Sanitizer,openfda_labels,approved,,,,,,,,,
Geri-Gentle petrolatum,openfda_labels,approved,,,,,,,,,
Geri-Tussin DM,openfda_labels,approved,,,,,,,,,
GeriCare Senna Syrup,openfda_labels,approved,,,,,,,,,
GeriGard,openfda_labels,approved,,,,,,,,,
GeriGentle Alcohol Pads,openfda_labels,approved,,,,,,,,,
GeriGentle Miconazole nitrate,openfda_labels,approved,,,,,,,,,
Gerigentle,openfda_labels,approved,,,,,,,,,
Germanium Muriaticum,openfda_labels,approved,,,,,,,,,
Glatopa,openfda_labels,approved,,,,,,,,,
Glimepiride,openfda_labels,approved,,,,,,,,,
Glipizide,openfda_labels,approved,,,,,,,,,
Glipizide and Metformin Hydrochloride,openfda_labels,approved,,,,,,,,,
Glitch Advanced Relief Eye Drops,openfda_labels,approved,,,,,,,,,
Glivec,clinicaltrials,COMPLETED,,,,,,,,,
Glucagon-like-peptide-1 (7-36) amide,clinicaltrials,COMPLETED,,,,,,,,,
Gly-Oxide,openfda_labels,approved,,,,,,,,,
Glycerin,openfda_labels,approved,,,,,,,,,
Glycerin Laxative,openfda_labels,approved,,,,,,,,,
Glycopyrrolate,openfda_labels,approved,,,,,,,,,
Glycopyrrolate 42.5 mcg,clinicaltrials,COMPLETED,,,,,,,,,
GnRH antagonist (Cetrorelix),clinicaltrials,COMPLETED,,,,,,,,,
Gold Dynamics Skin Boosting Moisturizer Broad Spectrum SPF 15 Sunscreen,openfda_labels,approved,,,,,,,,,
Good Care Sterile Scrub Brush with PCMX,openfda_labels,approved,,,,,,,,,
Good Neighbor Pharmacy,openfda_labels,approved,,,,,,,,,
Good Neighbor Pharmacy Childrens Allergy,openfda_labels,approved,,,,,,,,,
Good Neighbor Pharmacy Childrens Pain and Fever,openfda_labels,approved,,,,,,,,,
Good Neighbor Pharmacy Nasal Decongestant,openfda_labels,approved,,,,,,,,,
Good Neighbor Sugar Free Adult Tussin DM Cough and Chest Congestion,openfda_labels,approved,,,,,,,,,
Good Sense Clear Lax,openfda_labels,approved,,,,,,,,,
Good Sense Daytime non drowsy cold and flu,openfda_labels,approved,,,,,,,,,
Good Sense Nasal Allergy,openfda_labels,approved,,,,,,,,,
Good Sense Nicotine,openfda_labels,approved,,,,,,,,,
Good Sense all day allergy,openfda_labels,approved,,,,,,,,,
GoodSense Eye Drops Advanced Relief Moisturizer,openfda_labels,approved,,,,,,,,,
Goodmeds Extra Strength Pain Relief PM,openfda_labels,approved,,,,,,,,,
Goodys Back and Body Pain,openfda_labels,approved,,,,,,,,,
Granulotion Medicated,openfda_labels,approved,,,,,,,,,
Green Compass Reduce Pain Relief,openfda_labels,approved,,,,,,,,,
Green Compass Reduce Pain Relief with Menthol,openfda_labels,approved,,,,,,,,,
Green Guard Ibuprofen Relief,openfda_labels,approved,,,,,,,,,
Greencaine Blast,openfda_labels,approved,,,,,,,,,
Grindelia Robusta,openfda_labels,approved,,,,,,,,,
Group1: IV t-PA and normothermia,clinicaltrials,TERMINATED,,,,,,,,,The ICTuS 2 portion of the trial has been halted and data will be analyzed.
Growh hormone,clinicaltrials,COMPLETED,,,,,,,,,
Guaifenesin,openfda_labels,approved,,,,,,,,,
Guaifenesin Extended Release,openfda_labels,approved,,,,,,,,,
Guaifenesin and Dextromethorphan HBr,openfda_labels,approved,,,,,,,,,
Guanfacine,openfda_labels,approved,,,,,,,,,
Guanfacine Extended-Release,openfda_labels,approved,,,,,,,,,
Guanfacine extended-release,openfda_labels,approved,,,,,,,,,
Guardian Ultra Strength Antacid Assorted Fruit,openfda_labels,approved,,,,,,,,,
Gum Detoxify,openfda_labels,approved,,,,,,,,,
H. pylori eradication (Amoxaxillin,clinicaltrials,COMPLETED,,,,,,,,,
H.E.B. Solutions Sunscreen,openfda_labels,approved,,,,,,,,,
HA121-28 tablet A,clinicaltrials,COMPLETED,,,,,,,,,
HA121-28 tablet B,clinicaltrials,COMPLETED,,,,,,,,,
HAIRCARE Physicians Recommended,openfda_labels,approved,,,,,,,,,
HALOPERIDOL,openfda_labels,approved,,,,,,,,"Schizophrenia, undifferentiated type, Irritability, Aggression, Insomnia, Suspiciousness, Abnormal behaviour, Akathisia, Salivary hypersecretion, Drug ineffective; Cardiotoxicity, Depressed level of consciousness, Atrial flutter, Hypoxia, Drug interaction; Convulsion, Pancreatitis, Myoclonus, Fall, Head injury, Dyspnoea, Fatigue, Weight increased, Tremor, Balance disorder, Abdominal pain, Dyspepsia, Rash, Globulins increased, Hypoalbuminaemia, Somnolence, Abnormal behaviour, Diarrhoea, Rosacea, Disorientation, Drug administration error, Drug dose omission, Drug effect decreased; Urinary retention, Constipation; Neuroleptic malignant syndrome",
HALOPERIDOL DECANOATE,openfda_labels,approved,,,,,,,,,
HAN-I-SIZE,openfda_labels,approved,,,,,,,,,
HAND SANITIZER 70% ALCOHOL,openfda_labels,approved,,,,,,,,,
HAND SANITIZER UNSCENTED,openfda_labels,approved,,,,,,,,,
HAND SANIZIZER,openfda_labels,approved,,,,,,,,,
HANDOUT protection hand sanitizer,openfda_labels,approved,,,,,,,,,
HAWAIIAN TROPIC,openfda_labels,approved,,,,,,,,,
HB-1,clinicaltrials,RECRUITING,,,,,,,,,
HB0025,clinicaltrials,UNKNOWN,,,,,,,,,
HCBIOPHARM CELL DETOX ATOPY,openfda_labels,approved,,,,,,,,,
HDM201,clinicaltrials,RECRUITING,,,,,,,,,
HEAD LICE TREATMENT,openfda_labels,approved,,,,,,,,,
HEATING PAIN RELIEF,openfda_labels,approved,,,,,,,,,
HEB Effervescent Pain Relief,openfda_labels,approved,,,,,,,,,
HEB Stomach Relief Cherry,openfda_labels,approved,,,,,,,,,
HEB Ultra Strength Assorted Fruits,openfda_labels,approved,,,,,,,,,
"HELIANTHEMUM NUMMULARIUM FLOWER, CLEMATIS VITALBA FLOWER, IMPATIENS GLANDULIFERA FLOWER, PRUNUS CERASIFERA FLOWER, ORNITHOGALUM UMBELLATUM, AND AESCULUS HIPPOCASTANUM FLOWER",openfda_labels,approved,,,,,,,,,
HELLEBORUS NIGER ROOT,openfda_labels,approved,,,,,,,,,
"HELONIAS DIOICA, LACTICUM ACIDUM, PANCREAS SUIS, PANCREATINUM, PHOSPHORICUM ACIDUM, PHOSPHORUS, SYZYGIUM JAMBOLANUM, THYROIDINUM, URANIUM NITRICUM.",openfda_labels,approved,,,,,,,,,
HEMORRHOIDAL,openfda_labels,approved,,,,,,,,,
HEMORRHOIDAL PAIN RELIEF WITH ALOE AND VITAMINE,openfda_labels,approved,,,,,,,,,
HEPARIN SODIUM,openfda_labels,approved,,,,,,,,"Rash papulosquamous, Pyrexia, Face oedema, Rash pustular, Blister, Splenomegaly, Haemoglobin decreased, Blood creatinine increased; Rash erythematous, Eye irritation, Pruritus, Ocular hyperaemia, Eye swelling, Foreign body sensation in eyes, Swelling face, Feeling hot; Renal failure acute, Anuria, Heparin-induced thrombocytopenia, Heparin-induced thrombocytopenia, Venous stenosis, Thrombosis in device; Proteinuria, Lupus nephritis, Premature labour, Maternal exposure during pregnancy; Shunt stenosis, Abdominal discomfort, Nasopharyngitis, Insomnia, Nasopharyngitis, Abdominal pain upper",
"HETEROCTENUS PRINCEPS VENOM, APIS MELLIFICA, RHUS TOXICODENDRON",openfda_labels,approved,,,,,,,,,
HISTAMINE DIHYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
HISTEX PD Drops,openfda_labels,approved,,,,,,,,,
HL-1186,clinicaltrials,RECRUITING,,,,,,,,,
HL-1186 placebo,clinicaltrials,RECRUITING,,,,,,,,,
"HOMOSALATE, OCTINOXATE, OCTISALATE, OCTOCRYLENE, AVOBENZONE",openfda_labels,approved,,,,,,,,,
"HOMOSALATE, OCTISALATE AND OCTOCRYLENE",openfda_labels,approved,,,,,,,,,
"HOMOSALATE, OCTISALATE, AND ZINC OXIDE",openfda_labels,approved,,,,,,,,,
"HOMOSALATE, OCTISALATE, AVOBENZONE",openfda_labels,approved,,,,,,,,,
"HOMOSALATE, OCTISALATE, ZINC OXIDE",openfda_labels,approved,,,,,,,,,
"HOMOSALATE, OCTOCRYLENE, OXYBENZONE, TITANIUM DIOXIDE",openfda_labels,approved,,,,,,,,,
"HOMOSALATE,OCTISALATE,OCTOCRYLENE,ZINC OXIDE",openfda_labels,approved,,,,,,,,,
"HOMOSALATE,OCTOCRYLENE,AVOBENZONE",openfda_labels,approved,,,,,,,,,
"HORSE CHESTNUT, HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK, PAEONIA OFFICINALIS ROOT, STRYCHNOS NUX-VOMICA SEED, GRAPHITE, SULFUR, COLLINSONIA CANADENSIS ROOT, POTASSIUM CARBONATE, LYCOPODIUM CLAVATUM SPORE, AND NITRIC ACID",openfda_labels,approved,,,,,,,,,
HOTTONIA PALUSTRIS FLOWER,openfda_labels,approved,,,,,,,,,
HRS-1167 tablets,clinicaltrials,RECRUITING,,,,,,,,,
HRS-5041 tablets,clinicaltrials,RECRUITING,,,,,,,,,
HTHY,openfda_labels,approved,,,,,,,,,
"HUMAN GROWTH HORMONE, HYPOPHYSIS SUIS, HEPAR SUIS",openfda_labels,approved,,,,,,,,,
HYDRALAZINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,"Dysgeusia, Palpitations; Death, Cardiac arrest, Unresponsive to stimuli, Fall, Chronic respiratory failure, Anaphylactic reaction, Bronchiectasis, Bacterial disease carrier, Pneumonia staphylococcal, Cystic fibrosis, Dyspnoea, Ankle fracture, Spirometry abnormal, Drug intolerance",
HYDRATING SUNSCREEN MOISTURIZER BROAD SPECTRUM SPF50 SPF 50,openfda_labels,approved,,,,,,,,,
HYDROCHLOROTHIAZIDE,openfda_labels,approved,,,,,,,,"Transfusion; Hospice care; Diabetes mellitus, Urinary tract infection; Flatulence; Fatigue, Stomatitis, Haemoglobin decreased, Platelet count decreased, Weight increased",
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,openfda_labels,approved,,,,,,,,"Platelet count decreased, Blood count abnormal; Cerebrovascular accident, Migraine, Presyncope, Syncope; Anaemia, Increased tendency to bruise, Fatigue, Pain in extremity, Platelet count decreased; Fall, Herpes zoster, Contusion; Paraesthesia, Asthenia, Platelet count decreased, Blood count abnormal",
HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX,openfda_labels,approved,,,,,,,,,
HYDROCORTISONE,openfda_labels,approved,,,,,,,,"Mental status changes; Pneumonitis chemical; Transitional cell carcinoma; Nephrogenic systemic fibrosis; Drug effect decreased, Product substitution issue",
HYDROCORTISONE 1%,openfda_labels,approved,,,,,,,,,
HYDROCORTISONE ACETATE,openfda_labels,approved,,,,,,,,Schizoaffective disorder,
HYDROCORTISONE LOTION KIT,openfda_labels,approved,,,,,,,,,
HYDROCORTISONE WITH ALOE ANTI ITCH,openfda_labels,approved,,,,,,,,,
HYDROGEN PEROXIDE,openfda_labels,approved,,,,,,,,"Overdose, Nausea, Vomiting, Abdominal pain, Paraesthesia, Muscular weakness, Air embolism, Depressed level of consciousness, Haematemesis",
HYDROGEN PEROXIDE AND MENTHOL,openfda_labels,approved,,,,,,,,,
HYDROXYCHLOROQUINE SULFATE,openfda_labels,approved,,,,,,,,"Dizziness, Headache, Weight increased, Abdominal distension; Electrocardiogram PR prolongation, Foetal exposure during pregnancy; Exposure during pregnancy; Cognitive disorder, Motor dysfunction, Speech disorder, Mental disability, Hypertonia, Neuromyopathy, Hypokinesia",
HYDROXYZINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,"Atypical pneumonia, Hypoacusis; Thrombocytopenia; Pruritus, Red blood cell count decreased, Haemoglobin decreased, Haematocrit decreased",
HYDROXYZINE PAMOATE,openfda_labels,approved,,,,,,,,"Drug hypersensitivity; Pregnancy with contraceptive device, Drug ineffective",
HYOSCYAMINE SULFATE,openfda_labels,approved,,,,,,,,"Death; Gastrointestinal inflammation, Vision blurred, Visual impairment, Fatigue, Thrombosis, Weight decreased, Diarrhoea, Pain in extremity, Back pain, Abdominal discomfort, Polyp, Joint swelling; Drug hypersensitivity",
HYPROMELLOSE OPHTHALMIC SOLUTION,openfda_labels,approved,,,,,,,,,
